survey_answer_key,survey_question_key,encounter_key,provider_durable_key,numeric_response,is_answered,source_top_box_flag,valid_flag
507132,ACCESS_Q2,118771,50001,5,1,1,1
507133,ACCESS_Q2,134360,50077,5,1,1,1
507134,ACCESS_Q4,137935,50036,5,1,1,1
507135,ACCESS_Q2,142826,50074,4,1,0,1
507136,ACCESS_Q1,127278,50073,5,1,1,1
507137,ACCESS_Q3,143529,50036,5,1,1,1
507138,ACCESS_Q3,119558,50065,5,1,1,1
507139,ACCESS_Q2,114628,50063,5,1,1,1
507140,ACCESS_Q4,125995,50022,5,1,1,1
507141,ACCESS_Q4,127786,50060,5,1,1,1
507142,ACCESS_Q2,120595,50021,4,1,0,1
507143,ACCESS_Q4,116050,50039,1,1,0,1
507144,ACCESS_Q2,142134,50056,3,1,0,1
507145,ACCESS_Q1,127177,50049,5,1,1,1
507146,ACCESS_Q3,132731,50009,5,1,1,1
507147,ACCESS_Q2,119890,50073,5,1,1,1
507148,ACCESS_Q1,141796,50072,5,1,1,1
507149,OTHER_Q1,122191,50043,3,1,0,1
507150,ACCESS_Q1,114083,50003,5,1,1,1
507151,OTHER_Q1,133315,50032,5,1,1,1
507152,ACCESS_Q1,135433,50040,4,1,0,1
507153,OTHER_Q1,131364,50052,5,1,1,1
507154,ACCESS_Q4,139907,50056,5,1,1,1
507155,ACCESS_Q1,137582,50023,5,1,1,1
507156,ACCESS_Q3,123181,50059,5,1,1,1
507157,ACCESS_Q3,139470,50070,5,1,1,1
507158,OTHER_Q1,141519,50021,5,1,1,1
507159,ACCESS_Q3,130266,50039,5,1,1,1
507160,ACCESS_Q1,140699,50012,5,1,1,1
507161,ACCESS_Q3,116678,50031,5,1,1,1
507162,ACCESS_Q3,143552,50033,5,1,1,1
507163,ACCESS_Q3,121285,50021,5,1,1,1
507164,ACCESS_Q4,137921,50076,4,1,0,1
507165,ACCESS_Q2,139908,50032,5,1,1,1
507166,ACCESS_Q4,122668,50079,5,1,1,1
507167,ACCESS_Q4,115993,50072,5,1,1,1
507168,ACCESS_Q2,130480,50053,5,1,1,1
507169,ACCESS_Q2,139111,50010,5,1,1,1
507170,ACCESS_Q3,126954,50057,5,1,1,1
507171,ACCESS_Q4,134449,50060,5,1,1,1
507172,ACCESS_Q2,127032,50004,4,1,0,1
507173,ACCESS_Q3,116779,50003,5,1,1,1
507174,ACCESS_Q4,127165,50005,5,1,1,1
507175,ACCESS_Q1,123884,50066,5,1,1,1
507176,OTHER_Q1,138773,50008,5,1,1,1
507177,ACCESS_Q2,124184,50013,5,1,1,1
507178,ACCESS_Q4,142205,50036,5,1,1,1
507179,ACCESS_Q2,137799,50003,5,1,1,1
507180,ACCESS_Q4,124383,50039,5,1,1,1
507181,ACCESS_Q4,134830,50009,3,1,0,1
507182,ACCESS_Q4,121353,50056,5,1,1,1
507183,ACCESS_Q4,115014,50054,5,1,1,1
507184,ACCESS_Q3,117789,50020,5,1,1,1
507185,ACCESS_Q3,137036,50009,5,1,1,1
507186,ACCESS_Q2,118304,50066,4,1,0,1
507187,ACCESS_Q4,118674,50018,5,1,1,1
507188,ACCESS_Q4,134677,50078,4,1,0,1
507189,ACCESS_Q3,116058,50044,5,1,1,1
507190,ACCESS_Q3,136399,50077,5,1,1,1
507191,ACCESS_Q4,141890,50030,5,1,1,1
507192,ACCESS_Q4,115722,50067,5,1,1,1
507193,ACCESS_Q4,114204,50009,5,1,1,1
507194,ACCESS_Q3,128397,50041,5,1,1,1
507195,ACCESS_Q3,134928,50036,5,1,1,1
507196,ACCESS_Q4,115266,50029,5,1,1,1
507197,ACCESS_Q1,127163,50058,5,1,1,1
507198,ACCESS_Q2,134322,50008,5,1,1,1
507199,ACCESS_Q1,125466,50009,5,1,1,1
507200,ACCESS_Q2,130974,50036,5,1,1,1
507201,ACCESS_Q3,144272,50011,5,1,1,1
507202,ACCESS_Q1,141381,50029,5,1,1,1
507203,ACCESS_Q2,144215,50009,5,1,1,1
507204,ACCESS_Q2,138006,50065,5,1,1,1
507205,ACCESS_Q3,138941,50019,5,1,1,1
507206,ACCESS_Q3,128017,50055,5,1,1,1
507207,ACCESS_Q1,116872,50026,5,1,1,1
507208,OTHER_Q1,128371,50056,5,1,1,1
507209,ACCESS_Q2,119904,50067,5,1,1,1
507210,ACCESS_Q2,132401,50005,5,1,1,1
507211,ACCESS_Q2,120257,50018,3,1,0,1
507212,ACCESS_Q4,118945,50065,4,1,0,1
507213,ACCESS_Q1,118012,50036,5,1,1,1
507214,ACCESS_Q2,115631,50003,4,1,0,1
507215,OTHER_Q1,124962,50032,4,1,0,1
507216,ACCESS_Q2,131280,50026,4,1,0,1
507217,ACCESS_Q2,144669,50065,4,1,0,1
507218,OTHER_Q1,120084,50021,5,1,1,1
507219,ACCESS_Q3,143637,50057,5,1,1,1
507220,ACCESS_Q4,144146,50066,3,1,0,1
507221,ACCESS_Q2,137426,50036,3,1,0,1
507222,ACCESS_Q3,144139,50018,5,1,1,1
507223,ACCESS_Q1,122929,50006,5,1,1,1
507224,ACCESS_Q1,117967,50040,5,1,1,1
507225,ACCESS_Q1,143283,50066,3,1,0,1
507226,ACCESS_Q4,132894,50036,5,1,1,1
507227,ACCESS_Q1,122812,50069,5,1,1,1
507228,ACCESS_Q1,134196,50016,5,1,1,1
507229,ACCESS_Q2,136490,50011,5,1,1,1
507230,OTHER_Q1,132109,50077,5,1,1,1
507231,ACCESS_Q3,143351,50030,5,1,1,1
507232,ACCESS_Q2,127564,50069,5,1,1,1
507233,ACCESS_Q4,120692,50079,5,1,1,1
507234,ACCESS_Q3,115593,50041,5,1,1,1
507235,ACCESS_Q2,137390,50059,3,1,0,1
507236,ACCESS_Q4,123809,50077,5,1,1,1
507237,ACCESS_Q4,131286,50002,4,1,0,1
507238,ACCESS_Q3,135948,50032,5,1,1,1
507239,OTHER_Q1,138859,50017,5,1,1,1
507240,ACCESS_Q3,135037,50080,5,1,1,1
507241,ACCESS_Q1,140218,50023,4,1,0,1
507242,ACCESS_Q1,124356,50026,5,1,1,1
507243,ACCESS_Q3,132822,50036,4,1,0,1
507244,ACCESS_Q2,134294,50034,4,1,0,1
507245,ACCESS_Q2,143438,50023,5,1,1,1
507246,ACCESS_Q2,125460,50017,3,1,0,1
507247,ACCESS_Q1,129855,50053,5,1,1,1
507248,ACCESS_Q2,120843,50069,5,1,1,1
507249,ACCESS_Q2,115455,50033,4,1,0,1
507250,ACCESS_Q1,134890,50057,5,1,1,1
507251,ACCESS_Q3,119460,50077,5,1,1,1
507252,ACCESS_Q3,123430,50039,5,1,1,1
507253,OTHER_Q1,118123,50040,5,1,1,1
507254,ACCESS_Q2,122875,50045,5,1,1,1
507255,ACCESS_Q3,124856,50052,5,1,1,1
507256,ACCESS_Q1,132418,50040,5,1,1,1
507257,OTHER_Q1,143909,50054,5,1,1,1
507258,ACCESS_Q4,128349,50007,5,1,1,1
507259,ACCESS_Q3,120851,50069,5,1,1,1
507260,ACCESS_Q1,134148,50036,5,1,1,1
507261,ACCESS_Q1,136294,50021,5,1,1,1
507262,ACCESS_Q4,118630,50069,5,1,1,1
507263,ACCESS_Q3,140619,50036,5,1,1,1
507264,ACCESS_Q3,141231,50041,5,1,1,1
507265,OTHER_Q1,144354,50040,5,1,1,1
507266,ACCESS_Q4,122854,50049,5,1,1,1
507267,ACCESS_Q2,130555,50045,5,1,1,1
507268,ACCESS_Q4,127142,50059,2,1,0,1
507269,ACCESS_Q2,134981,50011,5,1,1,1
507270,ACCESS_Q2,114585,50078,3,1,0,1
507271,ACCESS_Q1,134914,50036,5,1,1,1
507272,ACCESS_Q1,133211,50011,5,1,1,1
507273,ACCESS_Q3,142840,50005,1,1,0,1
507274,ACCESS_Q3,120515,50058,4,1,0,1
507275,ACCESS_Q2,121699,50039,3,1,0,1
507276,ACCESS_Q3,123460,50032,4,1,0,1
507277,ACCESS_Q4,130461,50056,4,1,0,1
507278,ACCESS_Q2,125714,50033,1,1,0,1
507279,ACCESS_Q3,126948,50053,5,1,1,1
507280,ACCESS_Q4,133970,50078,5,1,1,1
507281,ACCESS_Q4,138352,50009,5,1,1,1
507282,ACCESS_Q4,130658,50072,5,1,1,1
507283,ACCESS_Q1,123974,50058,5,1,1,1
507284,ACCESS_Q4,116468,50026,4,1,0,1
507285,ACCESS_Q1,123466,50011,5,1,1,1
507286,ACCESS_Q3,115021,50055,5,1,1,1
507287,ACCESS_Q2,141304,50069,5,1,1,1
507288,ACCESS_Q1,123281,50034,5,1,1,1
507289,ACCESS_Q3,142683,50056,3,1,0,1
507290,ACCESS_Q2,127275,50004,5,1,1,1
507291,OTHER_Q1,138374,50077,4,1,0,1
507292,ACCESS_Q4,114349,50031,4,1,0,1
507293,ACCESS_Q3,121390,50008,5,1,1,1
507294,ACCESS_Q1,136439,50071,5,1,1,1
507295,ACCESS_Q1,136559,50079,5,1,1,1
507296,ACCESS_Q2,138372,50057,5,1,1,1
507297,ACCESS_Q4,125274,50041,5,1,1,1
507298,ACCESS_Q3,131375,50008,5,1,1,1
507299,ACCESS_Q1,125801,50013,4,1,0,1
507300,ACCESS_Q1,118491,50078,5,1,1,0
507301,ACCESS_Q4,122907,50069,5,1,1,1
507302,ACCESS_Q4,116624,50041,4,1,0,1
507303,ACCESS_Q2,144149,50021,5,1,1,1
507304,ACCESS_Q2,143431,50079,4,1,0,1
507305,ACCESS_Q1,136679,50045,4,1,0,1
507306,ACCESS_Q4,123609,50073,5,1,1,1
507307,ACCESS_Q1,120934,50065,5,1,1,1
507308,ACCESS_Q2,119374,50058,4,1,0,1
507309,ACCESS_Q2,118627,50074,3,1,0,1
507310,ACCESS_Q4,140067,50045,5,1,1,1
507311,ACCESS_Q3,144738,50045,5,1,1,1
507312,ACCESS_Q1,141532,50028,5,1,1,1
507313,ACCESS_Q2,128725,50005,5,1,1,1
507314,ACCESS_Q1,143233,50042,5,1,1,1
507315,ACCESS_Q2,125132,50056,5,1,1,1
507316,ACCESS_Q3,121572,50033,4,1,0,1
507317,ACCESS_Q3,126312,50033,5,1,1,1
507318,ACCESS_Q3,135060,50045,5,1,1,1
507319,ACCESS_Q4,138048,50007,5,1,1,1
507320,ACCESS_Q2,129092,50074,5,1,1,1
507321,ACCESS_Q4,131393,50021,5,1,1,1
507322,ACCESS_Q1,141048,50054,5,1,1,1
507323,ACCESS_Q3,137894,50020,5,1,1,1
507324,ACCESS_Q1,132856,50059,5,1,1,1
507325,ACCESS_Q1,140520,50027,5,1,1,1
507326,ACCESS_Q1,132329,50058,4,1,0,1
507327,OTHER_Q1,132025,50052,5,1,1,1
507328,ACCESS_Q2,123896,50039,5,1,1,1
507329,ACCESS_Q2,122101,50074,5,1,1,1
507330,ACCESS_Q4,136655,50023,5,1,1,1
507331,ACCESS_Q1,126725,50036,4,1,0,1
507332,ACCESS_Q4,124289,50001,5,1,1,1
507333,ACCESS_Q4,132285,50077,5,1,1,1
507334,ACCESS_Q1,128237,50045,4,1,0,1
507335,ACCESS_Q2,144018,50062,3,1,0,1
507336,ACCESS_Q3,136914,50073,5,1,1,1
507337,ACCESS_Q2,142822,50056,4,1,0,1
507338,ACCESS_Q2,141980,50032,5,1,1,1
507339,ACCESS_Q3,128704,50067,5,1,1,1
507340,ACCESS_Q3,131463,50056,5,1,1,1
507341,ACCESS_Q1,119190,50041,3,1,0,1
507342,ACCESS_Q2,116408,50048,5,1,1,1
507343,ACCESS_Q1,118901,50056,5,1,1,1
507344,ACCESS_Q1,137721,50003,4,1,0,1
507345,ACCESS_Q1,125410,50014,5,1,1,1
507346,ACCESS_Q1,142619,50026,5,1,1,1
507347,ACCESS_Q3,129167,50052,5,1,1,1
507348,ACCESS_Q2,123349,50039,5,1,1,1
507349,ACCESS_Q3,124643,50023,5,1,1,1
507350,ACCESS_Q1,115962,50071,5,1,1,1
507351,ACCESS_Q1,121029,50074,4,1,0,1
507352,ACCESS_Q2,143140,50002,5,1,1,1
507353,ACCESS_Q2,128068,50053,5,1,1,1
507354,ACCESS_Q2,128339,50069,5,1,1,1
507355,ACCESS_Q1,117913,50057,4,1,0,1
507356,ACCESS_Q3,114813,50039,5,1,1,1
507357,ACCESS_Q4,138768,50049,1,1,0,1
507358,ACCESS_Q3,128037,50045,3,1,0,1
507359,ACCESS_Q1,118833,50080,5,1,1,1
507360,ACCESS_Q4,144613,50006,5,1,1,1
507361,ACCESS_Q3,143891,50069,5,1,1,1
507362,ACCESS_Q4,127705,50069,5,1,1,1
507363,ACCESS_Q3,118530,50001,5,1,1,1
507364,ACCESS_Q2,129199,50066,5,1,1,1
507365,ACCESS_Q2,139889,50065,4,1,0,1
507366,ACCESS_Q3,130229,50007,5,1,1,1
507367,OTHER_Q1,132674,50003,5,1,1,1
507368,ACCESS_Q3,119319,50001,5,1,1,1
507369,ACCESS_Q2,127604,50036,5,1,1,1
507370,ACCESS_Q4,127064,50039,3,1,0,1
507371,ACCESS_Q4,131147,50078,4,1,0,1
507372,ACCESS_Q3,142813,50024,3,1,0,1
507373,ACCESS_Q4,118893,50077,5,1,1,1
507374,ACCESS_Q3,117860,50003,4,1,0,1
507375,ACCESS_Q1,126464,50030,5,1,1,1
507376,OTHER_Q1,140788,50035,4,1,0,1
507377,ACCESS_Q2,128542,50007,4,1,0,1
507378,ACCESS_Q3,117564,50012,4,1,0,1
507379,ACCESS_Q4,123778,50053,4,1,0,1
507380,ACCESS_Q3,131351,50077,5,1,1,1
507381,ACCESS_Q4,134237,50056,4,1,0,1
507382,ACCESS_Q3,137116,50019,5,1,1,1
507383,ACCESS_Q3,117581,50040,5,1,1,1
507384,ACCESS_Q4,139457,50020,5,1,1,1
507385,ACCESS_Q2,116424,50072,4,1,0,1
507386,ACCESS_Q4,118204,50010,4,1,0,1
507387,ACCESS_Q3,115007,50057,5,1,1,1
507388,ACCESS_Q1,135634,50059,5,1,1,1
507389,ACCESS_Q1,141966,50039,5,1,1,1
507390,ACCESS_Q4,121125,50043,2,1,0,1
507391,ACCESS_Q1,134456,50035,5,1,1,1
507392,ACCESS_Q1,133235,50074,5,1,1,1
507393,ACCESS_Q4,123679,50068,5,1,1,1
507394,ACCESS_Q3,141883,50038,5,1,1,1
507395,OTHER_Q1,139239,50066,5,1,1,1
507396,ACCESS_Q1,119322,50074,5,1,1,1
507397,ACCESS_Q2,130250,50069,4,1,0,1
507398,ACCESS_Q3,141362,50052,1,1,0,1
507399,ACCESS_Q1,130812,50005,5,1,1,1
507400,ACCESS_Q4,137105,50036,3,1,0,1
507401,ACCESS_Q3,125879,50027,5,1,1,1
507402,ACCESS_Q3,118272,50056,5,1,1,1
507403,ACCESS_Q4,121555,50065,5,1,1,1
507404,OTHER_Q1,136706,50066,5,1,1,1
507405,ACCESS_Q2,133100,50041,2,1,0,1
507406,ACCESS_Q3,139034,50066,5,1,1,1
507407,ACCESS_Q1,124595,50053,4,1,0,1
507408,ACCESS_Q2,138459,50007,5,1,1,1
507409,ACCESS_Q2,140557,50069,3,1,0,1
507410,OTHER_Q1,115663,50032,4,1,0,1
507411,ACCESS_Q3,132931,50039,5,1,1,1
507412,ACCESS_Q3,120769,50062,5,1,1,1
507413,ACCESS_Q1,133465,50069,4,1,0,1
507414,ACCESS_Q2,117170,50057,5,1,1,1
507415,ACCESS_Q1,141548,50018,5,1,1,1
507416,ACCESS_Q3,132443,50023,5,1,1,1
507417,ACCESS_Q1,122485,50023,5,1,1,1
507418,ACCESS_Q2,119743,50041,5,1,1,1
507419,ACCESS_Q4,133607,50069,5,1,1,1
507420,ACCESS_Q2,142436,50056,3,1,0,1
507421,ACCESS_Q3,131837,50029,5,1,1,1
507422,ACCESS_Q1,120015,50048,5,1,1,1
507423,ACCESS_Q2,130997,50063,4,1,0,1
507424,ACCESS_Q1,118558,50069,5,1,1,1
507425,ACCESS_Q3,132154,50031,5,1,1,1
507426,ACCESS_Q2,123423,50066,5,1,1,1
507427,ACCESS_Q4,139817,50039,5,1,1,1
507428,ACCESS_Q1,123227,50079,1,1,0,1
507429,ACCESS_Q1,116677,50003,5,1,1,1
507430,ACCESS_Q1,120525,50039,5,1,1,1
507431,ACCESS_Q2,117968,50010,5,1,1,1
507432,ACCESS_Q3,126740,50032,5,1,1,1
507433,ACCESS_Q1,127128,50026,5,1,1,1
507434,ACCESS_Q2,133567,50033,5,1,1,1
507435,ACCESS_Q4,117728,50078,5,1,1,1
507436,ACCESS_Q2,118912,50069,5,1,1,1
507437,ACCESS_Q1,144102,50078,5,1,1,1
507438,ACCESS_Q4,121269,50056,3,1,0,1
507439,ACCESS_Q3,127705,50069,5,1,1,1
507440,ACCESS_Q2,135444,50033,4,1,0,1
507441,ACCESS_Q2,140057,50077,5,1,1,1
507442,ACCESS_Q2,125094,50022,5,1,1,1
507443,ACCESS_Q3,114814,50058,5,1,1,1
507444,ACCESS_Q4,123176,50063,5,1,1,1
507445,ACCESS_Q2,130266,50039,2,1,0,1
507446,ACCESS_Q2,141045,50056,1,1,0,1
507447,ACCESS_Q3,131115,50033,5,1,1,1
507448,ACCESS_Q3,124699,50023,4,1,0,1
507449,ACCESS_Q4,141944,50030,5,1,1,1
507450,ACCESS_Q3,121707,50056,5,1,1,1
507451,ACCESS_Q1,131606,50019,5,1,1,1
507452,ACCESS_Q2,134441,50036,5,1,1,1
507453,ACCESS_Q1,132587,50064,5,1,1,1
507454,ACCESS_Q4,128197,50069,5,1,1,1
507455,OTHER_Q1,133196,50068,5,1,1,1
507456,ACCESS_Q1,139360,50027,5,1,1,1
507457,ACCESS_Q1,131362,50045,4,1,0,1
507458,ACCESS_Q2,141392,50032,5,1,1,1
507459,ACCESS_Q1,136024,50027,5,1,1,1
507460,ACCESS_Q2,127710,50049,5,1,1,1
507461,ACCESS_Q1,137873,50010,5,1,1,1
507462,ACCESS_Q4,116129,50017,4,1,0,1
507463,ACCESS_Q3,139180,50037,5,1,1,1
507464,ACCESS_Q1,125539,50040,4,1,0,1
507465,ACCESS_Q4,130614,50035,5,1,1,1
507466,ACCESS_Q3,144231,50060,5,1,1,1
507467,ACCESS_Q1,128454,50040,1,1,0,1
507468,ACCESS_Q1,128592,50039,5,1,1,1
507469,ACCESS_Q2,139422,50045,5,1,1,1
507470,ACCESS_Q4,115820,50069,5,1,1,1
507471,ACCESS_Q2,127007,50018,4,1,0,1
507472,ACCESS_Q1,131496,50040,5,1,1,1
507473,ACCESS_Q1,130514,50060,4,1,0,1
507474,ACCESS_Q2,133636,50008,3,1,0,1
507475,ACCESS_Q4,127386,50056,5,1,1,1
507476,ACCESS_Q2,129412,50018,5,1,1,1
507477,ACCESS_Q4,116937,50029,5,1,1,1
507478,ACCESS_Q2,127573,50039,5,1,1,1
507479,ACCESS_Q4,128044,50032,5,1,1,1
507480,ACCESS_Q3,126323,50063,5,1,1,1
507481,ACCESS_Q4,116977,50039,4,1,0,1
507482,ACCESS_Q4,116023,50056,4,1,0,1
507483,ACCESS_Q1,137805,50073,5,1,1,1
507484,OTHER_Q1,116421,50036,5,1,1,1
507485,ACCESS_Q4,143172,50070,4,1,0,1
507486,ACCESS_Q1,133486,50021,5,1,1,1
507487,OTHER_Q1,115615,50021,3,1,0,1
507488,ACCESS_Q2,114723,50062,5,1,1,1
507489,OTHER_Q1,133951,50025,5,1,1,1
507490,ACCESS_Q3,139598,50045,5,1,1,1
507491,OTHER_Q1,142147,50050,5,1,1,1
507492,ACCESS_Q2,144015,50023,5,1,1,1
507493,ACCESS_Q1,143283,50066,5,1,1,1
507494,ACCESS_Q4,126668,50045,5,1,1,1
507495,ACCESS_Q3,120788,50050,5,1,1,1
507496,ACCESS_Q1,140542,50011,5,1,1,1
507497,ACCESS_Q3,115054,50077,5,1,1,1
507498,ACCESS_Q3,139939,50047,3,1,0,1
507499,ACCESS_Q1,125624,50004,5,1,1,1
507500,ACCESS_Q1,122313,50070,4,1,0,1
507501,ACCESS_Q3,140677,50080,4,1,0,1
507502,ACCESS_Q3,121911,50014,5,1,1,1
507503,ACCESS_Q1,123999,50077,3,1,0,1
507504,ACCESS_Q2,124344,50077,5,1,1,1
507505,ACCESS_Q3,119584,50039,4,1,0,1
507506,ACCESS_Q4,127840,50003,5,1,1,1
507507,ACCESS_Q3,132010,50066,3,1,0,1
507508,ACCESS_Q1,120554,50079,5,1,1,1
507509,ACCESS_Q2,121387,50033,5,1,1,1
507510,ACCESS_Q2,135170,50080,5,1,1,1
507511,ACCESS_Q4,141532,50028,5,1,1,1
507512,ACCESS_Q3,134182,50049,5,1,1,1
507513,ACCESS_Q3,144149,50021,5,1,1,1
507514,ACCESS_Q3,116947,50041,4,1,0,1
507515,ACCESS_Q4,119701,50066,5,1,1,1
507516,ACCESS_Q2,120407,50056,5,1,1,1
507517,ACCESS_Q3,129185,50018,5,1,1,1
507518,ACCESS_Q2,128462,50077,4,1,0,1
507519,ACCESS_Q1,127103,50078,5,1,1,1
507520,ACCESS_Q3,139559,50032,4,1,0,1
507521,ACCESS_Q4,120203,50007,5,1,1,1
507522,ACCESS_Q2,141648,50005,5,1,1,1
507523,ACCESS_Q1,119456,50007,3,1,0,1
507524,ACCESS_Q4,139365,50036,5,1,1,1
507525,ACCESS_Q4,138822,50036,5,1,1,1
507526,ACCESS_Q4,136264,50009,4,1,0,1
507527,ACCESS_Q4,131943,50022,4,1,0,1
507528,ACCESS_Q4,143160,50018,5,1,1,1
507529,ACCESS_Q3,131402,50051,5,1,1,1
507530,ACCESS_Q1,122384,50077,5,1,1,1
507531,OTHER_Q1,115887,50025,5,1,1,1
507532,ACCESS_Q4,120805,50023,4,1,0,1
507533,ACCESS_Q2,128603,50036,5,1,1,1
507534,ACCESS_Q2,143630,50069,5,1,1,1
507535,ACCESS_Q4,127681,50001,5,1,1,1
507536,ACCESS_Q1,118592,50023,5,1,1,1
507537,ACCESS_Q4,139012,50056,5,1,1,1
507538,ACCESS_Q3,122436,50066,5,1,1,1
507539,ACCESS_Q1,136837,50041,2,1,0,1
507540,OTHER_Q1,116351,50018,5,1,1,1
507541,ACCESS_Q1,130465,50036,5,1,1,1
507542,ACCESS_Q2,123554,50033,5,1,1,1
507543,ACCESS_Q2,144601,50028,5,1,1,1
507544,ACCESS_Q2,119883,50036,3,1,0,1
507545,ACCESS_Q4,120791,50067,4,1,0,1
507546,ACCESS_Q4,129839,50053,5,1,1,1
507547,ACCESS_Q2,118928,50078,4,1,0,1
507548,ACCESS_Q2,138480,50068,5,1,1,1
507549,ACCESS_Q2,132720,50022,5,1,1,1
507550,ACCESS_Q3,118692,50025,5,1,1,1
507551,ACCESS_Q1,128413,50078,4,1,0,1
507552,ACCESS_Q3,132292,50057,5,1,1,1
507553,ACCESS_Q4,144588,50018,5,1,1,1
507554,ACCESS_Q1,126211,50077,5,1,1,1
507555,ACCESS_Q4,135060,50045,5,1,1,1
507556,OTHER_Q1,137533,50052,3,1,0,1
507557,ACCESS_Q2,127185,50074,5,1,1,1
507558,OTHER_Q1,132449,50032,5,1,1,1
507559,ACCESS_Q4,130530,50030,5,1,1,1
507560,ACCESS_Q1,132179,50053,4,1,0,1
507561,ACCESS_Q3,142208,50066,5,1,1,1
507562,ACCESS_Q3,112864,50077,5,1,1,1
507563,ACCESS_Q1,127380,50044,5,1,1,1
507564,ACCESS_Q3,142930,50052,5,1,1,1
507565,ACCESS_Q1,130854,50039,4,1,0,1
507566,ACCESS_Q2,134861,50066,4,1,0,1
507567,ACCESS_Q1,132217,50056,4,1,0,1
507568,ACCESS_Q3,141610,50048,5,1,1,1
507569,ACCESS_Q4,139101,50007,5,1,1,1
507570,ACCESS_Q2,119962,50036,5,1,1,1
507571,ACCESS_Q4,130479,50072,3,1,0,1
507572,ACCESS_Q3,118821,50029,5,1,1,1
507573,ACCESS_Q2,133241,50048,4,1,0,1
507574,ACCESS_Q4,116849,50008,5,1,1,1
507575,ACCESS_Q1,143307,50002,5,1,1,1
507576,ACCESS_Q4,140466,50032,5,1,1,1
507577,ACCESS_Q2,142753,50058,5,1,1,1
507578,OTHER_Q1,129978,50042,5,1,1,1
507579,ACCESS_Q3,139507,50017,4,1,0,1
507580,ACCESS_Q2,142316,50009,4,1,0,1
507581,ACCESS_Q1,136933,50077,2,1,0,1
507582,ACCESS_Q4,136291,50043,5,1,1,1
507583,ACCESS_Q2,131359,50013,5,1,1,1
507584,ACCESS_Q1,115100,50001,5,1,1,1
507585,ACCESS_Q4,120130,50058,5,1,1,1
507586,ACCESS_Q2,137737,50039,5,1,1,1
507587,ACCESS_Q3,133585,50026,3,1,0,1
507588,ACCESS_Q1,115410,50048,4,1,0,1
507589,ACCESS_Q1,141946,50063,5,1,1,1
507590,ACCESS_Q4,137330,50056,3,1,0,1
507591,ACCESS_Q1,134680,50003,5,1,1,1
507592,ACCESS_Q1,117988,50056,5,1,1,1
507593,ACCESS_Q4,126521,50051,5,1,1,1
507594,ACCESS_Q3,129796,50055,4,1,0,1
507595,ACCESS_Q3,126211,50077,5,1,1,1
507596,ACCESS_Q1,135945,50023,5,1,1,1
507597,ACCESS_Q1,138344,50005,4,1,0,1
507598,ACCESS_Q1,126754,50066,5,1,1,1
507599,OTHER_Q1,135103,50045,5,1,1,1
507600,ACCESS_Q4,117098,50063,5,1,1,1
507601,ACCESS_Q4,134549,50072,5,1,1,1
507602,ACCESS_Q3,136698,50077,1,1,0,1
507603,ACCESS_Q3,140656,50060,3,1,0,1
507604,ACCESS_Q4,137868,50036,5,1,1,1
507605,ACCESS_Q1,138866,50010,4,1,0,1
507606,ACCESS_Q3,127977,50036,5,1,1,1
507607,OTHER_Q1,128622,50072,3,1,0,1
507608,ACCESS_Q3,118939,50049,5,1,1,1
507609,ACCESS_Q1,118932,50021,5,1,1,1
507610,ACCESS_Q1,139769,50063,2,1,0,1
507611,ACCESS_Q3,117975,50006,5,1,1,0
507612,ACCESS_Q2,116971,50068,3,1,0,1
507613,ACCESS_Q1,118325,50001,5,1,1,1
507614,ACCESS_Q1,122981,50062,5,1,1,1
507615,ACCESS_Q3,121114,50022,5,1,1,1
507616,ACCESS_Q3,123147,50033,4,1,0,1
507617,ACCESS_Q4,134329,50036,4,1,0,1
507618,ACCESS_Q2,130434,50032,5,1,1,1
507619,ACCESS_Q3,115816,50005,4,1,0,1
507620,ACCESS_Q2,134956,50026,5,1,1,1
507621,OTHER_Q1,124279,50023,3,1,0,1
507622,ACCESS_Q4,142080,50032,5,1,1,1
507623,ACCESS_Q4,123027,50036,3,1,0,1
507624,ACCESS_Q1,132299,50063,5,1,1,1
507625,ACCESS_Q1,120370,50052,5,1,1,1
507626,ACCESS_Q2,144569,50031,4,1,0,1
507627,ACCESS_Q4,116587,50079,4,1,0,1
507628,ACCESS_Q2,114696,50016,5,1,1,1
507629,ACCESS_Q2,142601,50050,4,1,0,1
507630,ACCESS_Q3,144068,50055,4,1,0,1
507631,ACCESS_Q2,114937,50020,1,1,0,1
507632,ACCESS_Q4,127134,50011,5,1,1,1
507633,ACCESS_Q1,138300,50069,5,1,1,1
507634,ACCESS_Q4,128232,50026,1,1,0,1
507635,ACCESS_Q3,127867,50049,5,1,1,1
507636,ACCESS_Q1,129481,50008,4,1,0,1
507637,ACCESS_Q3,136772,50045,5,1,1,1
507638,ACCESS_Q2,117412,50051,5,1,1,1
507639,ACCESS_Q1,122345,50067,5,1,1,1
507640,ACCESS_Q2,131422,50008,5,1,1,1
507641,ACCESS_Q4,131701,50052,5,1,1,1
507642,ACCESS_Q1,122585,50030,5,1,1,1
507643,ACCESS_Q1,117127,50052,4,1,0,1
507644,ACCESS_Q1,132263,50053,5,1,1,1
507645,ACCESS_Q2,142170,50006,5,1,1,1
507646,ACCESS_Q2,139497,50051,5,1,1,1
507647,ACCESS_Q1,140460,50075,5,1,1,1
507648,ACCESS_Q4,137171,50032,5,1,1,1
